Accession	Organism	Kingdom	Length	Transmembrane_Helix
P80002	Sepia officinalis	Metazoa	77	False
P46655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	708	False
Q61425	Mus musculus	Metazoa	314	False
Q9USJ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	393	False
Q96DY5	Mus musculus	Metazoa	654	False
P11420	Drosophila melanogaster	Metazoa	710	False
P40477	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1460	False
P80147	Sus scrofa	Metazoa	500	False
Q9V9W8	Drosophila melanogaster	Metazoa	815	False
P57081	Homo sapiens	Metazoa	412	False
Q9WTJ4	Mus musculus	Metazoa	500	False
Q8L719	Arabidopsis thaliana	Plants	292	False
P97452	Mus musculus	Metazoa	732	False
Q8W5B1	Arabidopsis thaliana	Plants	440	False
Q8N5A5	Homo sapiens	Metazoa	531	False
P53034	Drosophila melanogaster	Metazoa	331	False
Q18412	Caenorhabditis elegans	Metazoa	309	False
Q6Z2G7	Oryza sativa subsp. japonica	Plants	361	False
Q04006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	False
Q6CLY8	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	368	False
Q5TYM5	Homo sapiens	Metazoa	149	False
Q10474	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	258	False
P98200	Mus musculus	Metazoa	1148	True
Q96IU4	Homo sapiens	Metazoa	210	False
P53165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	657	False
Q9SX65	Arabidopsis thaliana	Plants	156	False
Q9Y5J6	Homo sapiens	Metazoa	103	False
P25299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296	False
O74418	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	False
O80952	Arabidopsis thaliana	Plants	296	False
P42844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False
F4I718	Arabidopsis thaliana	Plants	2136	False
Q8R400	Mus musculus	Metazoa	80	True
P46943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	645	False
Q8NCG7	Homo sapiens	Metazoa	672	True
O42958	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	754	False
Q5T1C6	Homo sapiens	Metazoa	240	False
Q9NYK5	Homo sapiens	Metazoa	338	False
Q6ZV65	Homo sapiens	Metazoa	393	False
Q0WP44	Arabidopsis thaliana	Plants	1202	False
Q92247	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	412	False
Q90Z72	Gallus gallus	Metazoa	458	False
Q9VQD4	Drosophila melanogaster	Metazoa	274	False
Q6B0I6	Homo sapiens	Metazoa	523	False
P32266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881	False
Q10665	Caenorhabditis elegans	Metazoa	754	False
P56394	Mus musculus	Metazoa	63	False
Q8BTQ0	Mus musculus	Metazoa	241	False
Q96E35	Homo sapiens	Metazoa	227	False
Q9BY77	Homo sapiens	Metazoa	421	False
Q9BSF8	Homo sapiens	Metazoa	475	False
Q6ZN28	Homo sapiens	Metazoa	852	False
P53255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507	False
Q53TQ3	Homo sapiens	Metazoa	1027	False
Q5VY09	Homo sapiens	Metazoa	327	False
Q08213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False
P38705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	446	False
P50542	Homo sapiens	Metazoa	639	False
Q9P0U4	Homo sapiens	Metazoa	656	False
Q62315	Mus musculus	Metazoa	1234	False
Q8K3W2	Mus musculus	Metazoa	274	False
P40164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	858	False
Q9URT8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	111	False
Q03973	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246	False
Q10666	Caenorhabditis elegans	Metazoa	438	False
Q9LYR5	Arabidopsis thaliana	Plants	256	False
O74113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638	False
P99028	Mus musculus	Metazoa	89	False
Q39261	Arabidopsis thaliana	Plants	150	False
P36136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271	False
Q99359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647	False
Q9FGX1	Arabidopsis thaliana	Plants	608	False
O60284	Homo sapiens	Metazoa	1047	False
Q12514	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560	False
F4HZG9	Arabidopsis thaliana	Plants	493	False
P23610	Homo sapiens	Metazoa	371	False
Q03036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	False
Q9LHF5	Arabidopsis thaliana	Plants	602	False
Q9H079	Homo sapiens	Metazoa	304	False
Q9NY33	Homo sapiens	Metazoa	737	False
P14907	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	823	False
P54310	Mus musculus	Metazoa	759	False
Q9D067	Mus musculus	Metazoa	708	False
Q8W4B2	Arabidopsis thaliana	Plants	333	False
Q5W0Q7	Homo sapiens	Metazoa	1092	False
Q80X86	Mus musculus	Metazoa	340	False
Q12333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620	False
Q9LQU4	Arabidopsis thaliana	Plants	152	True
Q6T4R5	Homo sapiens	Metazoa	1651	False
P53877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	555	False
Q95T19	Drosophila melanogaster	Metazoa	464	False
Q8RXD9	Arabidopsis thaliana	Plants	955	False
Q9USW9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	False
P40530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False
P10803	Secale cereale	Plants	353	True
Q84MB5	Arabidopsis thaliana	Plants	280	True
P53397	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376	False
Q8L785	Arabidopsis thaliana	Plants	1067	False
Q63836	Mus musculus	Metazoa	472	False
Q6PFQ7	Mus musculus	Metazoa	802	False
P42736	Arabidopsis thaliana	Plants	248	False
O77475	Drosophila melanogaster	Metazoa	392	True
Q90ZS6	Xenopus laevis	Metazoa	1271	False
P25208	Homo sapiens	Metazoa	207	False
Q8R0N6	Mus musculus	Metazoa	465	False
O14064	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	997	False
P83565	Rattus norvegicus	Metazoa	206	False
Q2EMV9	Mus musculus	Metazoa	1817	False
O08650	Mus musculus	Metazoa	554	False
Q8MIR0	Sus scrofa	Metazoa	373	False
O82743	Arabidopsis thaliana	Plants	219	False
O13744	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	259	False
Q8LDV3	Arabidopsis thaliana	Plants	185	False
Q04637	Homo sapiens	Metazoa	1599	False
Q9LXI8	Arabidopsis thaliana	Plants	67	False
O00257	Homo sapiens	Metazoa	560	False
P68350	Arabidopsis thaliana	Plants	175	False
A0A061ACU2	Caenorhabditis elegans	Metazoa	2442	False
P42698	Arabidopsis thaliana	Plants	387	False
Q9P7G0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707	False
Q3E824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	90	True
Q9U7D5	Caenorhabditis elegans	Metazoa	611	False
Q7M750	Mus musculus	Metazoa	143	True
Q8RWV3	Arabidopsis thaliana	Plants	416	False
P50534	Drosophila melanogaster	Metazoa	773	False
O75934	Homo sapiens	Metazoa	225	False
O15014	Homo sapiens	Metazoa	1411	False
P36957	Homo sapiens	Metazoa	453	False
Q86PD7	Drosophila melanogaster	Metazoa	354	False
Q9C8L2	Arabidopsis thaliana	Plants	287	False
O43542	Homo sapiens	Metazoa	346	False
Q5ND04	Mus musculus	Metazoa	624	False
Q05860	Mus musculus	Metazoa	1466	False
Q920Q0	Rattus norvegicus	Metazoa	383	False
P14724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	124	False
P16455	Homo sapiens	Metazoa	207	False
Q12259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	485	False
Q03430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361	False
P29692	Homo sapiens	Metazoa	281	False
Q9LVB9	Arabidopsis thaliana	Plants	172	False
P14736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754	False
O74388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	301	False
P38253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	122	True
P0DJ07	Homo sapiens	Metazoa	73	True
Q9FL44	Arabidopsis thaliana	Plants	235	False
Q6RI63	Mus musculus	Metazoa	786	False
Q969F2	Homo sapiens	Metazoa	451	False
Q9VT04	Drosophila melanogaster	Metazoa	471	True
Q15311	Homo sapiens	Metazoa	655	False
O61707	Caenorhabditis elegans	Metazoa	523	False
P38279	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296	True
Q9FWR4	Arabidopsis thaliana	Plants	213	False
Q94FL6	Arabidopsis thaliana	Plants	436	False
P22342	Euglena viridis	Other	102	False
Q32NR9	Xenopus laevis	Metazoa	708	False
P22293	Drosophila melanogaster	Metazoa	1325	False
P30047	Homo sapiens	Metazoa	84	False
Q54ER9	Dictyostelium discoideum	Other	602	False
P20084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86	False
P52591	Rattus norvegicus	Metazoa	1199	True
Q9LSV0	Arabidopsis thaliana	Plants	289	False
Q1RNF8	Mus musculus	Metazoa	542	False
Q9VH07	Drosophila melanogaster	Metazoa	456	False
Q8HTL5	Chlamydomonas reinhardtii	Plants	175	True
P21245	Candida boidinii	Fungi	423	False
Q6KCD5	Mus musculus	Metazoa	2798	False
Q6UXY1	Homo sapiens	Metazoa	529	False
O13725	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	242	False
Q9M9L6	Arabidopsis thaliana	Plants	211	False
Q9W261	Drosophila melanogaster	Metazoa	775	False
Q9XWL9	Caenorhabditis elegans	Metazoa	895	False
O75475	Homo sapiens	Metazoa	530	False
O55029	Mus musculus	Metazoa	905	False
Q5T440	Homo sapiens	Metazoa	356	False
P0DW10	Neurospora crassa	Fungi	244	False
P61460	Mus musculus	Metazoa	1591	False
Q12774	Homo sapiens	Metazoa	1597	False
Q7Z7A4	Homo sapiens	Metazoa	578	False
Q8RWD5	Arabidopsis thaliana	Plants	577	False
Q3TQ03	Mus musculus	Metazoa	375	False
P91928	Drosophila melanogaster	Metazoa	739	True
P0C2B9	Rattus norvegicus	Metazoa	141	False
Q12497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	93	False
Q8WYQ5	Homo sapiens	Metazoa	773	False
Q8NB91	Homo sapiens	Metazoa	859	False
O42998	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1919	False
O02219	Caenorhabditis elegans	Metazoa	453	False
P19426	Mus musculus	Metazoa	375	False
P09622	Homo sapiens	Metazoa	509	False
P53277	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	215	False
O94326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	609	False
Q9P7S3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425	False
F8VPU2	Mus musculus	Metazoa	1048	False
P06778	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471	False
Q92979	Homo sapiens	Metazoa	244	False
P42116	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	186	True
P53569	Mus musculus	Metazoa	1052	False
Q12082	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	118	False
O60566	Homo sapiens	Metazoa	1050	False
Q9BQS6	Homo sapiens	Metazoa	159	False
O42648	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341	False
Q2M3C6	Homo sapiens	Metazoa	523	False
P53154	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560	True
Q9SU72	Arabidopsis thaliana	Plants	623	False
O43543	Homo sapiens	Metazoa	280	False
Q15120	Homo sapiens	Metazoa	406	False
Q9FZK4	Arabidopsis thaliana	Plants	122	False
Q9H2D6	Homo sapiens	Metazoa	2365	False
O13795	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	402	False
Q2HJ10	Mus musculus	Metazoa	371	True
Q00453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	False
O14322	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	313	False
O14196	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300	False
P80470	Spinacia oleracea	Plants	199	False
Q9H1P3	Homo sapiens	Metazoa	480	False
P54790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	616	False
Q9Y2S7	Homo sapiens	Metazoa	368	False
O77480	Bos taurus	Metazoa	390	False
P48629	Spinacia oleracea	Plants	447	False
P07266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False
P00319	Galdieria sulphuraria	Other	161	False
Q8TEV9	Homo sapiens	Metazoa	937	False
Q9H3P2	Homo sapiens	Metazoa	528	False
Q15078	Homo sapiens	Metazoa	307	False
Q84TH4	Arabidopsis thaliana	Plants	382	False
Q9NR83	Homo sapiens	Metazoa	387	False
Q156A1	Homo sapiens	Metazoa	80	False
E9PYL2	Mus musculus	Metazoa	2035	False
Q764M6	Sus scrofa	Metazoa	419	False
Q5M755	Arabidopsis thaliana	Plants	273	False
P21827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482	False
Q9FJI1	Arabidopsis thaliana	Plants	178	False
Q9Y7Y6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	291	False
Q8R0W0	Mus musculus	Metazoa	6548	False
Q9FXH5	Arabidopsis thaliana	Plants	393	True
Q9C0C7	Homo sapiens	Metazoa	1298	False
Q99P21	Mus musculus	Metazoa	515	False
B3EWF7	Homo sapiens	Metazoa	344	False
Q9ZST9	Pisum sativum	Plants	252	False
Q03193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310	True
Q9JIB0	Mus musculus	Metazoa	185	False
Q80ZQ9	Mus musculus	Metazoa	193	False
A6NHX0	Homo sapiens	Metazoa	329	False
Q8NI35	Homo sapiens	Metazoa	1801	False
Q86Y97	Homo sapiens	Metazoa	462	False
Q9GZN2	Homo sapiens	Metazoa	237	False
A5A6S6	Oryctolagus cuniculus	Metazoa	295	False
Q93V66	Arabidopsis thaliana	Plants	226	False
P41046	Drosophila melanogaster	Metazoa	550	False
Q8LEG1	Arabidopsis thaliana	Plants	258	False
Q9NUX5	Homo sapiens	Metazoa	634	False
Q8BN78	Mus musculus	Metazoa	671	False
A6QPQ5	Bos taurus	Metazoa	325	False
P52488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	636	False
A0A0D1CRD0	Mycosarcoma maydis	Fungi	550	False
Q03713	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	159	False
Q925J9	Mus musculus	Metazoa	1575	False
Q9M658	Arabidopsis thaliana	Plants	2001	False
Q8N183	Homo sapiens	Metazoa	169	False
P49654	Rattus norvegicus	Metazoa	397	False
Q62187	Mus musculus	Metazoa	859	False
P29172	Bos taurus	Metazoa	448	False
Q04178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False
Q00597	Homo sapiens	Metazoa	558	False
Q92351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1208	False
Q15562	Homo sapiens	Metazoa	447	False
Q6NXG1	Homo sapiens	Metazoa	681	False
G5DBJ0	Nicotiana benthamiana	Plants	252	False
Q04437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	629	False
P36632	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	614	False
Q8CGY6	Mus musculus	Metazoa	931	False
Q6UWU4	Homo sapiens	Metazoa	347	True
P28040	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1405	False
P50748	Homo sapiens	Metazoa	2209	False
Q6NLQ7	Arabidopsis thaliana	Plants	476	False
P40169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301	True
P58234	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	144	False
Q9Y3E1	Homo sapiens	Metazoa	203	False
G1XJN1	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	Fungi	401	True
Q674X7	Homo sapiens	Metazoa	775	False
P34219	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	525	False
Q9NX52	Homo sapiens	Metazoa	303	True
Q8R010	Mus musculus	Metazoa	320	False
Q2TAK8	Homo sapiens	Metazoa	710	False
O70405	Mus musculus	Metazoa	1051	False
Q99MV7	Mus musculus	Metazoa	1640	False
P32785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401	False
Q8VIJ5	Rattus norvegicus	Metazoa	916	False
P19955	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123	False
P08456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	276	True
O76075	Homo sapiens	Metazoa	338	False
Q04347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519	False
Q8N196	Homo sapiens	Metazoa	739	False
Q8R4F0	Mus musculus	Metazoa	553	True
Q9CQG9	Mus musculus	Metazoa	134	True
F4IHY7	Arabidopsis thaliana	Plants	527	False
Q9NVT9	Homo sapiens	Metazoa	282	False
P70500	Rattus norvegicus	Metazoa	213	True
Q02783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	413	False
P33076	Homo sapiens	Metazoa	1130	False
P82931	Bos taurus	Metazoa	124	False
P50440	Homo sapiens	Metazoa	423	False
Q8NAV1	Homo sapiens	Metazoa	312	False
Q9VQ89	Drosophila melanogaster	Metazoa	867	False
O70372	Mus musculus	Metazoa	1122	False
O23193	Arabidopsis thaliana	Plants	236	False
P82137	Spinacia oleracea	Plants	165	False
Q38HM4	Mus musculus	Metazoa	350	False
Q23064	Caenorhabditis elegans	Metazoa	1041	False
Q6EKJ0	Homo sapiens	Metazoa	949	False
P05982	Rattus norvegicus	Metazoa	274	False
Q9UT23	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834	False
Q9SJF1	Arabidopsis thaliana	Plants	589	False
Q9VRP5	Drosophila melanogaster	Metazoa	1038	False
Q7DMA9	Arabidopsis thaliana	Plants	635	False
Q8VYL1	Arabidopsis thaliana	Plants	588	False
P32786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	894	False
P32489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222	False
Q8IYW5	Homo sapiens	Metazoa	571	False
P32833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620	False
P51521	Drosophila melanogaster	Metazoa	1351	False
Q15022	Homo sapiens	Metazoa	739	False
Q96HY7	Homo sapiens	Metazoa	919	False
Q09849	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False
Q8WXG1	Homo sapiens	Metazoa	361	False
J9VP29	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	331	False
Q8K339	Mus musculus	Metazoa	391	False
Q8N695	Homo sapiens	Metazoa	610	True
P38170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754	False
P41695	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1021	False
Q71SY5	Homo sapiens	Metazoa	747	False
P36534	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297	False
O02751	Bos taurus	Metazoa	592	False
Q557E7	Dictyostelium discoideum	Other	665	False
P38265	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False
Q7Z6M4	Homo sapiens	Metazoa	381	False
P25451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205	False
P25502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	979	False
Q12220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	943	False
O95838	Homo sapiens	Metazoa	553	False
P53298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	406	False
Q00816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1014	False
Q91YR5	Mus musculus	Metazoa	698	False
P10852	Mus musculus	Metazoa	526	False
P40457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1679	False
O13297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549	False
Q9JHR9	Mus musculus	Metazoa	270	False
Q9WVR8	Rattus norvegicus	Metazoa	610	False
P47050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	842	False
P48552	Homo sapiens	Metazoa	1158	False
P00966	Homo sapiens	Metazoa	412	False
Q9ES73	Rattus norvegicus	Metazoa	775	False
P22697	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236	False
Q9JMC2	Mus musculus	Metazoa	493	False
Q8RWL4	Arabidopsis thaliana	Plants	349	False
Q9XTB5	Caenorhabditis elegans	Metazoa	500	False
P49919	Mus musculus	Metazoa	348	False
Q8GT74	Arabidopsis thaliana	Plants	241	True
Q0E3V2	Oryza sativa subsp. japonica	Plants	165	False
Q8WXB4	Homo sapiens	Metazoa	792	False
P19518	Oryctolagus cuniculus	Metazoa	222	True
Q96RL1	Homo sapiens	Metazoa	719	False
Q9Y4W2	Homo sapiens	Metazoa	734	False
Q8BRE0	Mus musculus	Metazoa	195	False
Q5SWZ9	Mus musculus	Metazoa	221	True
Q9Y6D9	Homo sapiens	Metazoa	718	False
Q86MV5	Trypanosoma brucei brucei	Other	487	False
Q9P6M3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210	False
Q80WE4	Mus musculus	Metazoa	1774	False
Q9JIR4	Rattus norvegicus	Metazoa	1615	False
O74329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	56	False
Q9VLP7	Drosophila melanogaster	Metazoa	397	False
Q5ZEP9	Caenorhabditis elegans	Metazoa	281	False
P53914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1056	False
Q8N0T1	Homo sapiens	Metazoa	100	False
Q2KID9	Bos taurus	Metazoa	430	False
Q64702	Mus musculus	Metazoa	925	False
P40471	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297	False
Q8W104	Arabidopsis thaliana	Plants	593	False
O00910	Dictyostelium discoideum	Other	707	False
P07390	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489	False
O14131	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	442	False
Q9ZR07	Arabidopsis thaliana	Plants	187	False
Q12144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	True
Q5JS13	Homo sapiens	Metazoa	557	False
Q9P2H5	Homo sapiens	Metazoa	1018	False
Q15049	Homo sapiens	Metazoa	377	True
Q15067	Homo sapiens	Metazoa	660	False
Q9ZV08	Arabidopsis thaliana	Plants	291	False
Q05812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	728	False
Q04930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	False
Q9S7Z2	Arabidopsis thaliana	Plants	319	False
Q6R327	Homo sapiens	Metazoa	1708	False
Q20924	Caenorhabditis elegans	Metazoa	473	False
Q94CD4	Arabidopsis thaliana	Plants	134	False
Q9URT4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	697	False
P24813	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409	False
Q5IRJ6	Mus musculus	Metazoa	567	False
Q96NY9	Homo sapiens	Metazoa	551	False
Q14973	Homo sapiens	Metazoa	349	False
Q8N3F8	Homo sapiens	Metazoa	863	False
Q2YDI5	Bos taurus	Metazoa	212	False
Q9FGT8	Arabidopsis thaliana	Plants	186	False
Q93560	Caenorhabditis elegans	Metazoa	817	False
P38111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2368	False
Q84VG7	Arabidopsis thaliana	Plants	587	False
Q9BS16	Homo sapiens	Metazoa	269	False
Q6FI81	Homo sapiens	Metazoa	312	False
P93286	Arabidopsis thaliana	Plants	442	True
Q1MTR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False
Q9UTK5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1727	False
Q7S5N0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	364	False
Q945M1	Arabidopsis thaliana	Plants	117	False
Q09LZ8	Mus musculus	Metazoa	540	False
Q9SS80	Arabidopsis thaliana	Plants	685	False
Q8BNX7	Mus musculus	Metazoa	165	False
Q9D0Z3	Mus musculus	Metazoa	276	False
P07199	Homo sapiens	Metazoa	599	False
Q9ZWS6	Arabidopsis thaliana	Plants	186	False
B1ASB6	Mus musculus	Metazoa	1015	False
O22914	Arabidopsis thaliana	Plants	124	False
Q52M58	Homo sapiens	Metazoa	125	False
P38439	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464	False
Q9DBN1	Mus musculus	Metazoa	621	True
Q8GWP5	Arabidopsis thaliana	Plants	426	False
Q9HD34	Homo sapiens	Metazoa	91	False
H2L056	Caenorhabditis elegans	Metazoa	613	False
Q9UUA8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	120	False
Q9UUE5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	675	False
Q12247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151	False
Q80SY4	Mus musculus	Metazoa	1006	False
P36093	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False
Q42736	Flaveria pringlei	Plants	956	False
V5IQE0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	202	False
Q2T9J0	Homo sapiens	Metazoa	566	False
A6NK58	Homo sapiens	Metazoa	231	False
P53256	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223	False
P25398	Homo sapiens	Metazoa	132	False
Q9P1Z3	Homo sapiens	Metazoa	774	False
Q7TS55	Mus musculus	Metazoa	173	False
Q9ULV3	Homo sapiens	Metazoa	898	False
O15047	Homo sapiens	Metazoa	1707	False
Q9C0W0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	409	False
P15313	Homo sapiens	Metazoa	513	False
Q9USX8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239	False
Q86V15	Homo sapiens	Metazoa	1759	False
Q94AU9	Arabidopsis thaliana	Plants	174	False
P33240	Homo sapiens	Metazoa	577	False
Q9LYD9	Arabidopsis thaliana	Plants	1096	False
Q14146	Homo sapiens	Metazoa	1524	False
P07261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	False
Q8IUH5	Homo sapiens	Metazoa	632	False
Q15126	Homo sapiens	Metazoa	192	False
P38687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	599	False
Q8K3G9	Mus musculus	Metazoa	662	False
