Accession	Organism	Kingdom	Length	Transmembrane_Helix
Q05543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409	False
Q8CC21	Mus musculus	Metazoa	365	False
Q5H9R7	Homo sapiens	Metazoa	873	False
Q9CQ54	Mus musculus	Metazoa	120	True
G4MWZ7	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	702	False
Q9C106	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591	False
P40971	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	790	False
O95751	Homo sapiens	Metazoa	146	False
P28805	Spinacia oleracea	Plants	66	False
P53552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1597	False
Q9XGM3	Arabidopsis thaliana	Plants	1217	False
Q09814	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239	False
Q9Y7N1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240	False
Q9QXX8	Mus musculus	Metazoa	484	False
Q8TDG4	Homo sapiens	Metazoa	1101	False
Q95RQ8	Drosophila melanogaster	Metazoa	683	False
O80669	Arabidopsis thaliana	Plants	141	False
O88379	Mus musculus	Metazoa	1555	False
Q9P7J2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203	False
Q6VVB1	Homo sapiens	Metazoa	395	False
O74895	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201	False
O74792	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515	False
Q9NX47	Homo sapiens	Metazoa	278	False
Q8IM30	Plasmodium falciparum (isolate 3D7)	Other	608	False
O61715	Caenorhabditis elegans	Metazoa	454	True
Q9SMS0	Arabidopsis thaliana	Plants	249	False
Q9VBB3	Drosophila melanogaster	Metazoa	328	False
Q60698	Mus musculus	Metazoa	725	False
Q02888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	182	False
Q6WKZ7	Mus musculus	Metazoa	506	False
Q21776	Caenorhabditis elegans	Metazoa	987	False
P29147	Rattus norvegicus	Metazoa	343	False
Q9NYJ1	Homo sapiens	Metazoa	87	False
P40228	Arabidopsis thaliana	Plants	287	False
Q8IYL3	Homo sapiens	Metazoa	243	False
P40554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99	False
J9VIL4	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	623	True
Q9SKZ5	Arabidopsis thaliana	Plants	560	False
P24278	Homo sapiens	Metazoa	435	False
Q9CPP6	Mus musculus	Metazoa	116	False
Q9BXL8	Homo sapiens	Metazoa	241	False
O43715	Homo sapiens	Metazoa	76	False
O42637	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	797	False
Q5GH67	Mus musculus	Metazoa	647	False
A0A2I0C2C6	Plasmodium falciparum (isolate NF54)	Other	3078	False
O60150	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361	False
P36531	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False
Q8I8U7	Drosophila melanogaster	Metazoa	3790	False
O64827	Arabidopsis thaliana	Plants	1382	False
P47002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	699	False
Q6B860	Bos taurus	Metazoa	128	False
Q9SW31	Arabidopsis thaliana	Plants	157	False
O80683	Arabidopsis thaliana	Plants	238	False
G5EDE2	Caenorhabditis elegans	Metazoa	175	False
Q5AFI4	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	337	False
P47119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197	False
Q9SA14	Arabidopsis thaliana	Plants	404	False
Q8N7A1	Homo sapiens	Metazoa	406	False
P36112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	540	True
P32504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	956	False
Q6PCT2	Homo sapiens	Metazoa	694	False
Q9FHK4	Arabidopsis thaliana	Plants	615	False
Q9CR61	Mus musculus	Metazoa	137	False
Q17390	Caenorhabditis elegans	Metazoa	791	False
Q9H7D0	Homo sapiens	Metazoa	1870	False
Q3UNW5	Mus musculus	Metazoa	479	False
Q94AL8	Arabidopsis thaliana	Plants	225	True
Q8VZU2	Arabidopsis thaliana	Plants	304	False
Q96RL7	Homo sapiens	Metazoa	3174	False
Q4V7H8	Xenopus laevis	Metazoa	296	False
Q9NXV2	Homo sapiens	Metazoa	234	False
A0SVK0	Arabidopsis thaliana	Plants	291	False
Q06184	Euplotes crassus	Other	446	False
Q80VL0	Rattus norvegicus	Metazoa	406	False
Q8K330	Mus musculus	Metazoa	649	False
P38710	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False
Q70CQ1	Homo sapiens	Metazoa	688	False
Q13794	Homo sapiens	Metazoa	54	False
Q86UV5	Homo sapiens	Metazoa	1035	False
Q96RN5	Homo sapiens	Metazoa	788	False
P11178	Bos taurus	Metazoa	455	False
Q04431	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385	False
O94617	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	475	False
Q80T22	Rattus norvegicus	Metazoa	484	True
O54825	Mus musculus	Metazoa	436	False
O08586	Mus musculus	Metazoa	403	False
O75592	Homo sapiens	Metazoa	4678	False
P13621	Bos taurus	Metazoa	213	False
O24463	Zea mays	Plants	328	False
Q5FW52	Mus musculus	Metazoa	967	False
P42117	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	82	True
O13851	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	294	False
Q7TSD4	Mus musculus	Metazoa	393	False
Q8RXN6	Arabidopsis thaliana	Plants	485	False
P27889	Mus musculus	Metazoa	558	False
O15226	Homo sapiens	Metazoa	690	False
Q9XVI2	Caenorhabditis elegans	Metazoa	811	False
O94478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420	False
Q8VC04	Mus musculus	Metazoa	261	False
Q9CQ69	Mus musculus	Metazoa	82	True
Q9USM3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	418	False
Q8IU68	Homo sapiens	Metazoa	726	False
Q24400	Drosophila melanogaster	Metazoa	495	False
Q3ZBI7	Bos taurus	Metazoa	58	True
Q95XQ1	Caenorhabditis elegans	Metazoa	578	False
Q9JJN6	Mus musculus	Metazoa	81	False
Q9BVN2	Homo sapiens	Metazoa	902	False
Q383Q5	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	209	False
O80845	Arabidopsis thaliana	Plants	236	False
Q9ASY8	Arabidopsis thaliana	Plants	75	True
O42636	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	278	False
F4KDN0	Arabidopsis thaliana	Plants	857	False
Q65ZG8	Caenorhabditis elegans	Metazoa	597	False
O43592	Homo sapiens	Metazoa	962	False
A0A1D8PN96	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	981	False
Q9T0A4	Arabidopsis thaliana	Plants	250	False
Q9NTZ6	Homo sapiens	Metazoa	932	False
Q920G2	Rattus norvegicus	Metazoa	337	False
Q9VD44	Drosophila melanogaster	Metazoa	1364	False
Q9LQI7	Arabidopsis thaliana	Plants	227	False
Q7ZW57	Xenopus laevis	Metazoa	334	False
Q92574	Homo sapiens	Metazoa	1164	False
P36052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402	False
A1YKT1	Arabidopsis thaliana	Plants	433	False
P82670	Bos taurus	Metazoa	201	False
Q5AP95	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	517	False
Q9VU77	Drosophila melanogaster	Metazoa	316	False
Q00497	Solanum lycopersicum	Plants	300	False
P0DXC1	Homo sapiens	Metazoa	130	False
P78946	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126	False
Q86X51	Homo sapiens	Metazoa	503	False
Q8N0S6	Homo sapiens	Metazoa	344	False
Q6R0G4	Arabidopsis thaliana	Plants	293	False
Q7L8L6	Homo sapiens	Metazoa	764	False
Q9H1Z4	Homo sapiens	Metazoa	485	False
Q5VWG9	Homo sapiens	Metazoa	929	False
P15315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	225	False
Q8IS98	Crithidia fasciculata	Other	134	False
Q04996	Arabidopsis thaliana	Plants	723	False
P32897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222	False
P53077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123	False
P41930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458	True
P56564	Mus musculus	Metazoa	543	False
Q8IEK7	Plasmodium falciparum (isolate 3D7)	Other	87	False
P38998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373	False
Q923Q2	Mus musculus	Metazoa	1113	False
L0R6Q1	Homo sapiens	Metazoa	103	True
P97481	Mus musculus	Metazoa	874	False
P48558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297	True
Q14690	Homo sapiens	Metazoa	1871	False
Q9Z309	Mus musculus	Metazoa	187	False
F4IDJ0	Arabidopsis thaliana	Plants	830	False
Q96QA5	Homo sapiens	Metazoa	445	False
Q9LF24	Arabidopsis thaliana	Plants	927	False
Q54HI5	Dictyostelium discoideum	Other	716	False
Q80US8	Mus musculus	Metazoa	206	False
Q9ZV24	Arabidopsis thaliana	Plants	148	True
P31539	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	908	False
Q8K480	Mus musculus	Metazoa	584	False
O35445	Mus musculus	Metazoa	180	False
Q23590	Caenorhabditis elegans	Metazoa	1390	False
P70670	Mus musculus	Metazoa	2187	False
Q9D1M4	Mus musculus	Metazoa	174	False
Q12887	Homo sapiens	Metazoa	443	False
Q6ZVD8	Homo sapiens	Metazoa	1323	False
P05423	Homo sapiens	Metazoa	398	False
Q9M0Z3	Arabidopsis thaliana	Plants	776	False
Q9SD80	Arabidopsis thaliana	Plants	54	False
O74429	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920	False
Q5SUE7	Mus musculus	Metazoa	619	False
A2A5K6	Mus musculus	Metazoa	1337	False
O43396	Homo sapiens	Metazoa	289	False
Q02931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	896	False
O55227	Rattus norvegicus	Metazoa	259	True
Q94ID2	Arabidopsis thaliana	Plants	330	False
Q8BKC5	Mus musculus	Metazoa	1097	False
E9Q557	Mus musculus	Metazoa	2883	False
P46984	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123	False
Q05050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843	False
Q9Y6X0	Homo sapiens	Metazoa	1596	False
O70572	Mus musculus	Metazoa	419	False
Q9NPF4	Homo sapiens	Metazoa	335	False
Q9NQC3	Homo sapiens	Metazoa	1192	False
Q9M297	Arabidopsis thaliana	Plants	1256	False
Q8BQP9	Mus musculus	Metazoa	257	False
P25582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841	False
Q86WB7	Homo sapiens	Metazoa	457	True
Q04231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False
P53292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345	False
P53990	Homo sapiens	Metazoa	364	False
B2D6M2	Caenorhabditis elegans	Metazoa	612	False
P09144	Chlamydomonas reinhardtii	Plants	735	False
O94397	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344	False
Q9BUH6	Homo sapiens	Metazoa	204	False
Q9BQ65	Homo sapiens	Metazoa	265	False
Q14686	Homo sapiens	Metazoa	2063	False
P40517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	False
Q9SFU0	Arabidopsis thaliana	Plants	1038	False
P53276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713	False
P53333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	577	False
Q9P305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	131	False
Q8R5A3	Mus musculus	Metazoa	670	False
Q86WB0	Homo sapiens	Metazoa	502	False
Q75NZ0	Pisum sativum	Plants	685	False
Q924H7	Mus musculus	Metazoa	646	False
Q8K2C6	Mus musculus	Metazoa	310	False
P13405	Mus musculus	Metazoa	921	False
Q2WG80	Danio rerio	Metazoa	140	False
Q944N1	Solanum lycopersicum	Plants	399	False
Q8CEG8	Mus musculus	Metazoa	438	False
Q8LBP4	Arabidopsis thaliana	Plants	462	False
Q12150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2958	False
Q9SJX7	Arabidopsis thaliana	Plants	433	False
O61766	Caenorhabditis elegans	Metazoa	383	False
P54845	Homo sapiens	Metazoa	237	False
P54725	Homo sapiens	Metazoa	363	False
Q3E756	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94	False
Q12035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217	False
Q96JP5	Homo sapiens	Metazoa	570	False
Q68FX6	Rattus norvegicus	Metazoa	390	False
P81449	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96	False
P40099	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	False
Q6PCP5	Mus musculus	Metazoa	291	False
P40366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167	False
Q12072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	812	False
Q05728	Arabidopsis thaliana	Plants	389	False
P83213	Bolinus brandaris	Metazoa	54	False
P36213	Hordeum vulgare	Plants	205	False
Q7TNG8	Mus musculus	Metazoa	484	False
P38088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	690	False
A0A1P8BH03	Arabidopsis thaliana	Plants	404	False
Q9NRN7	Homo sapiens	Metazoa	309	False
Q12020	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392	False
Q9HAI6	Homo sapiens	Metazoa	301	False
Q3UIU2	Mus musculus	Metazoa	128	True
Q96AP0	Homo sapiens	Metazoa	458	False
P40465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	213	False
P34087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	171	False
Q69Z66	Mus musculus	Metazoa	819	False
F4IUY8	Arabidopsis thaliana	Plants	1006	False
P38198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1513	False
Q84Q77	Oryza sativa subsp. japonica	Plants	161	False
Q9SYD8	Arabidopsis thaliana	Plants	210	False
F4IXE7	Arabidopsis thaliana	Plants	1189	False
Q6Y5D8	Mus musculus	Metazoa	786	False
O75387	Homo sapiens	Metazoa	559	True
Q673G8	Danio rerio	Metazoa	837	False
Q0VAA5	Homo sapiens	Metazoa	305	False
P40573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187	False
Q9C8H3	Arabidopsis thaliana	Plants	776	False
Q12524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340	False
Q9VPF9	Drosophila melanogaster	Metazoa	373	False
P50091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	288	False
Q9M280	Arabidopsis thaliana	Plants	116	False
Q8BMI0	Mus musculus	Metazoa	1194	False
E9Q236	Mus musculus	Metazoa	1325	False
P36169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355	False
O15360	Homo sapiens	Metazoa	1455	False
Q96PM9	Homo sapiens	Metazoa	386	False
Q9FLT9	Arabidopsis thaliana	Plants	259	True
Q147X3	Homo sapiens	Metazoa	362	False
Q9Y7Z5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279	True
Q8BHN1	Mus musculus	Metazoa	524	False
Q13501	Homo sapiens	Metazoa	440	False
O94864	Homo sapiens	Metazoa	414	False
Q96G30	Homo sapiens	Metazoa	205	True
Q12981	Homo sapiens	Metazoa	228	False
Q9FNB0	Arabidopsis thaliana	Plants	1381	False
Q93W77	Arabidopsis thaliana	Plants	231	False
Q9C115	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150	False
Q9LZ60	Arabidopsis thaliana	Plants	115	False
Q3U6Q4	Mus musculus	Metazoa	756	False
Q9WTJ6	Mus musculus	Metazoa	475	False
Q9LKX9	Zea mays	Plants	867	False
A0A2I0BUK1	Plasmodium falciparum (isolate NF54)	Other	893	False
P93788	Solanum tuberosum	Plants	198	False
Q96IR7	Homo sapiens	Metazoa	371	False
Q6P9B9	Homo sapiens	Metazoa	1019	False
Q91WC0	Mus musculus	Metazoa	594	False
O94888	Homo sapiens	Metazoa	489	False
Q9SGS4	Arabidopsis thaliana	Plants	302	False
Q9UIL8	Homo sapiens	Metazoa	331	False
Q8TDM6	Homo sapiens	Metazoa	1919	False
Q8TD22	Homo sapiens	Metazoa	340	False
P01375	Homo sapiens	Metazoa	233	False
Q15796	Homo sapiens	Metazoa	467	False
Q8LD98	Arabidopsis thaliana	Plants	252	True
Q91X52	Mus musculus	Metazoa	244	False
F4JP52	Arabidopsis thaliana	Plants	826	False
Q8LPQ5	Arabidopsis thaliana	Plants	1254	False
Q8VY88	Arabidopsis thaliana	Plants	175	False
Q96255	Arabidopsis thaliana	Plants	430	False
Q99278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	115	False
Q96CB8	Homo sapiens	Metazoa	462	False
Q9ES19	Rattus norvegicus	Metazoa	347	False
P53743	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	False
P32862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1170	False
Q9VGZ5	Drosophila melanogaster	Metazoa	698	False
Q8WX92	Homo sapiens	Metazoa	580	False
F4IY62	Arabidopsis thaliana	Plants	883	False
Q02642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	False
Q9H3L0	Homo sapiens	Metazoa	296	False
Q7RYM5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	292	False
P38772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False
Q6Z1Z3	Oryza sativa subsp. japonica	Plants	362	False
Q09275	Caenorhabditis elegans	Metazoa	382	False
Q01453	Homo sapiens	Metazoa	160	True
Q8BWY7	Mus musculus	Metazoa	342	True
Q03280	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3268	False
Q04013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	False
Q21691	Caenorhabditis elegans	Metazoa	1057	False
O59767	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	310	False
Q9LUJ5	Arabidopsis thaliana	Plants	293	False
Q1K5G1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	320	False
Q8S4F6	Arabidopsis thaliana	Plants	510	False
Q01593	Arabidopsis thaliana	Plants	720	False
Q68CJ6	Homo sapiens	Metazoa	796	False
Q6L8Q7	Homo sapiens	Metazoa	609	False
A8BFN4	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	1480	False
P34253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313	False
O95782	Homo sapiens	Metazoa	977	False
Q3UNH4	Mus musculus	Metazoa	932	False
Q8RXA7	Arabidopsis thaliana	Plants	1187	False
Q9HDZ6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	155	False
Q9H1J1	Homo sapiens	Metazoa	476	False
Q5HZJ0	Mus musculus	Metazoa	1373	False
P21190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False
P40631	Tetrahymena thermophila (strain SB210)	Other	633	False
O55022	Mus musculus	Metazoa	195	True
Q96QF0	Homo sapiens	Metazoa	476	False
F8VPN2	Mus musculus	Metazoa	2785	False
Q5AP80	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	785	False
P89114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	91	False
P11325	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	894	False
P48329	Cyanophora paradoxa	Other	180	False
O22210	Arabidopsis thaliana	Plants	248	False
Q8LE98	Arabidopsis thaliana	Plants	344	False
P53136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	463	False
O76329	Dictyostelium discoideum	Other	1738	False
Q9FGN7	Arabidopsis thaliana	Plants	726	False
Q99732	Homo sapiens	Metazoa	161	False
Q9SU14	Arabidopsis thaliana	Plants	282	False
Q8C167	Mus musculus	Metazoa	725	False
Q12080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455	False
Q8TC90	Homo sapiens	Metazoa	406	False
A0A0U2UYC4	Mycosarcoma maydis	Fungi	493	False
F4IN23	Arabidopsis thaliana	Plants	321	False
O94286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	178	False
P35869	Homo sapiens	Metazoa	848	False
Q9W1C5	Drosophila melanogaster	Metazoa	2053	False
Q9ASW3	Arabidopsis thaliana	Plants	471	False
Q5U458	Mus musculus	Metazoa	559	False
P53254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1237	False
Q12457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	570	False
Q52LJ0	Homo sapiens	Metazoa	433	False
F4JS25	Arabidopsis thaliana	Plants	1052	False
W5U2K2	Catharanthus roseus	Plants	289	False
Q4KMQ1	Homo sapiens	Metazoa	711	False
P70399	Mus musculus	Metazoa	1969	False
Q9BW71	Homo sapiens	Metazoa	556	False
Q08357	Homo sapiens	Metazoa	652	True
P53913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173	False
Q6I621	Oryza sativa subsp. japonica	Plants	510	False
Q9XH37	Oryza sativa subsp. indica	Plants	277	False
Q61048	Mus musculus	Metazoa	376	False
Q9ZPQ3	Arabidopsis thaliana	Plants	317	False
Q14241	Homo sapiens	Metazoa	772	False
P51530	Homo sapiens	Metazoa	1060	False
Q6PFX2	Mus musculus	Metazoa	281	False
Q99M04	Mus musculus	Metazoa	373	False
P14693	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	329	False
P25992	Drosophila melanogaster	Metazoa	1002	False
P61023	Rattus norvegicus	Metazoa	195	False
P38811	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3744	False
Q8IWD4	Homo sapiens	Metazoa	279	False
Q6PIV2	Homo sapiens	Metazoa	292	False
Q0WNP3	Arabidopsis thaliana	Plants	617	False
Q969L4	Homo sapiens	Metazoa	123	False
O75132	Homo sapiens	Metazoa	1171	False
O88845	Mus musculus	Metazoa	662	False
Q93092	Mus musculus	Metazoa	337	False
F4KCE9	Arabidopsis thaliana	Plants	598	False
Q03482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	75	False
Q5TB80	Homo sapiens	Metazoa	1403	False
Q03976	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319	False
O94473	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	256	True
P05066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	565	False
P05084	Drosophila melanogaster	Metazoa	758	False
P23503	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491	False
Q3KNY0	Mus musculus	Metazoa	2849	False
D3Z6Q9	Mus musculus	Metazoa	489	False
Q9SB47	Arabidopsis thaliana	Plants	319	False
O21619	Ovis aries	Metazoa	261	False
Q9UTJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1285	False
P06803	Mus musculus	Metazoa	313	False
Q8TBK2	Homo sapiens	Metazoa	473	False
Q9VLJ8	Drosophila melanogaster	Metazoa	453	False
Q9M9V9	Arabidopsis thaliana	Plants	156	False
Q9ZVD0	Arabidopsis thaliana	Plants	720	False
Q8TDR4	Homo sapiens	Metazoa	215	False
Q9LY00	Arabidopsis thaliana	Plants	294	False
Q9Y2K1	Homo sapiens	Metazoa	713	False
Q9N5S3	Caenorhabditis elegans	Metazoa	365	False
G5ED29	Caenorhabditis elegans	Metazoa	959	False
P38826	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	435	False
F4IS91	Arabidopsis thaliana	Plants	1340	False
Q9MZ03	Oryctolagus cuniculus	Metazoa	298	False
Q93WE4	Arabidopsis thaliana	Plants	216	False
P40205	Homo sapiens	Metazoa	109	False
Q9ASV5	Arabidopsis thaliana	Plants	650	True
P93830	Arabidopsis thaliana	Plants	229	False
Q9XIA7	Arabidopsis thaliana	Plants	54	True
Q9ZUT3	Arabidopsis thaliana	Plants	273	True
Q12167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	False
Q9Y448	Homo sapiens	Metazoa	316	False
O74804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	490	False
P52927	Mus musculus	Metazoa	108	False
O77264	Drosophila melanogaster	Metazoa	361	False
Q9FJW4	Arabidopsis thaliana	Plants	154	False
Q9FGQ9	Arabidopsis thaliana	Plants	177	False
P05626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244	False
P36064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	False
Q6Q4D0	Arabidopsis thaliana	Plants	1311	False
P53140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	646	False
Q86UA6	Homo sapiens	Metazoa	219	False
Q86W50	Homo sapiens	Metazoa	562	False
Q91X44	Mus musculus	Metazoa	623	False
O74405	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381	False
Q9H6R4	Homo sapiens	Metazoa	1146	False
Q7Y220	Arabidopsis thaliana	Plants	649	False
Q9Y4P1	Homo sapiens	Metazoa	393	False
Q96BR5	Homo sapiens	Metazoa	231	False
Q8K0U4	Mus musculus	Metazoa	675	False
Q5VYK3	Homo sapiens	Metazoa	1845	False
Q05937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343	False
O14146	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	159	False
P70372	Mus musculus	Metazoa	326	False
Q93ZF6	Arabidopsis thaliana	Plants	153	False
Q8VY52	Arabidopsis thaliana	Plants	232	False
P70122	Mus musculus	Metazoa	250	False
Q8WXI9	Homo sapiens	Metazoa	593	False
Q24167	Drosophila melanogaster	Metazoa	1507	False
P53721	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	224	False
Q8R2H7	Rattus norvegicus	Metazoa	913	False
Q8WYA6	Homo sapiens	Metazoa	563	False
Q8N5N7	Homo sapiens	Metazoa	158	False
O74400	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	674	False
Q9NUQ2	Homo sapiens	Metazoa	364	True
Q9NS37	Homo sapiens	Metazoa	354	False
P34260	Caenorhabditis elegans	Metazoa	603	False
Q21227	Caenorhabditis elegans	Metazoa	1188	False
Q7SD06	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	469	False
P23508	Homo sapiens	Metazoa	829	False
Q9H6E5	Homo sapiens	Metazoa	874	False
Q07395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620	False
O43290	Homo sapiens	Metazoa	800	False
O88942	Mus musculus	Metazoa	717	False
