Accession	Organism	Kingdom	Length	Transmembrane_Helix
Q9NYL2	Homo sapiens	Metazoa	800	False
Q0WSX8	Arabidopsis thaliana	Plants	255	False
Q3URU2	Mus musculus	Metazoa	1571	False
A2RTF1	Mus musculus	Metazoa	1109	False
Q10067	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	690	False
P36038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271	False
Q96F07	Homo sapiens	Metazoa	1278	False
Q9ZT96	Arabidopsis thaliana	Plants	541	False
Q22717	Caenorhabditis elegans	Metazoa	170	False
Q9H6Z4	Homo sapiens	Metazoa	567	False
P28805	Spinacia oleracea	Plants	66	False
Q9WVE0	Mus musculus	Metazoa	198	False
Q04477	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	213	False
Q96B23	Homo sapiens	Metazoa	404	False
O14044	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False
Q9STS7	Arabidopsis thaliana	Plants	353	False
Q9NVA1	Homo sapiens	Metazoa	299	False
Q59LY1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	422	False
A0FGR9	Homo sapiens	Metazoa	886	True
Q9VRV7	Drosophila melanogaster	Metazoa	121	False
P36088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180	False
Q9NR83	Homo sapiens	Metazoa	387	False
Q96326	Arabidopsis thaliana	Plants	256	True
O95273	Homo sapiens	Metazoa	360	False
Q6T938	Danio rerio	Metazoa	355	False
P40360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	574	False
Q8BH70	Mus musculus	Metazoa	621	False
Q9UK33	Homo sapiens	Metazoa	172	False
P35658	Homo sapiens	Metazoa	2090	False
P40625	Tetrahymena pyriformis	Other	99	False
P43266	Euglena gracilis	Other	100	True
O43543	Homo sapiens	Metazoa	280	False
Q9VV74	Drosophila melanogaster	Metazoa	226	False
Q9C107	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	815	False
P40515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	False
Q7TNS8	Mus musculus	Metazoa	369	False
P62875	Homo sapiens	Metazoa	67	False
Q08024	Mus musculus	Metazoa	187	False
B0XTT5	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	247	False
Q86UA6	Homo sapiens	Metazoa	219	False
P38313	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	324	False
O14867	Homo sapiens	Metazoa	736	False
O60779	Homo sapiens	Metazoa	497	True
O54963	Rattus norvegicus	Metazoa	1069	False
P62750	Homo sapiens	Metazoa	156	False
Q93YF5	Nicotiana tabacum	Plants	704	False
J9VLJ9	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	154	False
C4R5T1	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	384	False
O95905	Homo sapiens	Metazoa	644	False
Q96I36	Homo sapiens	Metazoa	57	True
P39961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	794	False
P41541	Bos taurus	Metazoa	961	False
Q3UN04	Mus musculus	Metazoa	517	True
Q9HGL9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	252	False
P40508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	True
Q8L3P4	Arabidopsis thaliana	Plants	654	False
Q60864	Mus musculus	Metazoa	543	False
Q9SAA2	Arabidopsis thaliana	Plants	271	False
Q8BUX5	Mus musculus	Metazoa	455	True
P22572	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453	False
Q9JJ09	Rattus norvegicus	Metazoa	695	False
Q6QJ72	Arabidopsis thaliana	Plants	187	False
P07978	Mus musculus	Metazoa	107	False
Q9P127	Homo sapiens	Metazoa	313	False
P38282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	False
Q08887	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554	False
Q96KG9	Homo sapiens	Metazoa	808	False
Q6P4F7	Homo sapiens	Metazoa	1023	False
P40535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587	False
P18583	Homo sapiens	Metazoa	2426	False
P40028	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	759	False
O42855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303	False
Q8MLV1	Drosophila melanogaster	Metazoa	741	False
O13702	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	450	False
Q96K80	Homo sapiens	Metazoa	434	False
O88492	Mus musculus	Metazoa	1403	False
Q9URQ5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78	False
Q94JY0	Arabidopsis thaliana	Plants	330	False
Q24459	Drosophila melanogaster	Metazoa	1043	False
O15374	Homo sapiens	Metazoa	487	True
Q55FB8	Dictyostelium discoideum	Other	1272	False
P38074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	348	False
Q7Z6K1	Homo sapiens	Metazoa	395	False
F7VJQ1	Homo sapiens	Metazoa	73	True
Q6ZQX7	Homo sapiens	Metazoa	453	False
Q60865	Mus musculus	Metazoa	707	False
O74400	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	674	False
Q0ZCJ7	Mus musculus	Metazoa	421	False
O14253	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	780	False
P38360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1216	False
Q08365	Chlamydomonas reinhardtii	Plants	712	False
P07910	Homo sapiens	Metazoa	306	False
Q06608	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	200	False
Q9NP94	Homo sapiens	Metazoa	309	True
Q93Y07	Arabidopsis thaliana	Plants	622	False
Q7Z7K6	Homo sapiens	Metazoa	275	False
Q969Z3	Homo sapiens	Metazoa	335	False
Q9BSJ5	Homo sapiens	Metazoa	609	False
Q9FVQ1	Arabidopsis thaliana	Plants	557	False
O61707	Caenorhabditis elegans	Metazoa	523	False
Q9LZW2	Arabidopsis thaliana	Plants	270	False
Q8IYB3	Homo sapiens	Metazoa	904	False
Q7KRI2	Drosophila melanogaster	Metazoa	127	False
A0A455ZAR2	Homo sapiens	Metazoa	87	False
P05030	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	918	False
P52488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	636	False
P33418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1100	False
P34537	Caenorhabditis elegans	Metazoa	837	False
Q9CAP8	Arabidopsis thaliana	Plants	691	False
Q9FMS5	Arabidopsis thaliana	Plants	672	False
Q96AY2	Homo sapiens	Metazoa	570	False
P91027	Caenorhabditis elegans	Metazoa	338	False
Q0DRX6	Oryza sativa subsp. japonica	Plants	902	False
Q9HAB3	Homo sapiens	Metazoa	445	True
Q12192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310	False
Q9VQD6	Drosophila melanogaster	Metazoa	381	False
Q7SB95	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	117	False
O02073	Caenorhabditis elegans	Metazoa	376	False
Q9FNP4	Arabidopsis thaliana	Plants	174	False
Q9Y5Q8	Homo sapiens	Metazoa	519	False
P03874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630	False
Q12297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353	False
Q96EV8	Homo sapiens	Metazoa	351	False
Q04749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426	False
Q5HZI1	Mus musculus	Metazoa	1210	False
P03899	Mus musculus	Metazoa	115	True
Q96SI1	Homo sapiens	Metazoa	283	False
Q21148	Caenorhabditis elegans	Metazoa	308	False
P87297	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	90	False
O60141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299	False
Q8W4E7	Arabidopsis thaliana	Plants	598	False
Q9CPR8	Mus musculus	Metazoa	279	False
Q9W1R5	Drosophila melanogaster	Metazoa	1854	False
Q04894	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False
Q08297	Mus musculus	Metazoa	339	False
P38351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	445	False
P06652	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596	False
Q8N3J3	Homo sapiens	Metazoa	647	False
Q9D3F7	Mus musculus	Metazoa	229	False
Q9NTI7	Homo sapiens	Metazoa	297	False
O35710	Mus musculus	Metazoa	429	False
C0HLN0	Rattus norvegicus	Metazoa	54	True
Q92262	Komagataella pastoris	Fungi	455	False
O02351	Antheraea polyphemus	Metazoa	525	True
Q96BY6	Homo sapiens	Metazoa	2186	False
Q9BVL4	Homo sapiens	Metazoa	669	False
P36521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249	False
O94326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	609	False
Q54ET6	Dictyostelium discoideum	Other	2364	False
P13498	Homo sapiens	Metazoa	195	True
Q9VX09	Drosophila melanogaster	Metazoa	607	False
Q6UWZ7	Homo sapiens	Metazoa	409	False
P38870	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	False
Q9BPX3	Homo sapiens	Metazoa	1015	False
Q9LUA3	Arabidopsis thaliana	Plants	122	False
Q80YF9	Mus musculus	Metazoa	1305	False
P69850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94	False
P52594	Homo sapiens	Metazoa	562	False
Q24167	Drosophila melanogaster	Metazoa	1507	False
P38691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1029	False
P47112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	False
G5EG17	Caenorhabditis elegans	Metazoa	1149	False
P00856	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	48	True
P07665	Drosophila melanogaster	Metazoa	356	False
P34815	Caenorhabditis elegans	Metazoa	591	False
Q12309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687	False
Q07418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342	False
P52756	Homo sapiens	Metazoa	815	False
Q8S950	Nicotiana tabacum	Plants	959	False
Q9DBA9	Mus musculus	Metazoa	547	False
Q9I7K6	Drosophila melanogaster	Metazoa	492	False
P61459	Rattus norvegicus	Metazoa	104	False
Q9LRH6	Arabidopsis thaliana	Plants	309	False
O14492	Homo sapiens	Metazoa	632	False
Q9JIB0	Mus musculus	Metazoa	185	False
B1AL88	Homo sapiens	Metazoa	458	True
Q8CHP0	Mus musculus	Metazoa	950	False
Q920Q0	Rattus norvegicus	Metazoa	383	False
Q04087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	347	False
Q08963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	False
Q14166	Homo sapiens	Metazoa	644	False
O59676	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	359	False
P54310	Mus musculus	Metazoa	759	False
Q10187	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	612	False
Q9XIB5	Arabidopsis thaliana	Plants	226	False
Q9LHE5	Arabidopsis thaliana	Plants	309	False
Q9DAG4	Mus musculus	Metazoa	180	False
Q7TNV0	Mus musculus	Metazoa	380	False
Q9VW51	Drosophila melanogaster	Metazoa	1059	False
P32322	Homo sapiens	Metazoa	319	False
Q9BRS8	Homo sapiens	Metazoa	491	False
P0DOY1	Mus musculus	Metazoa	740	False
Q9D8F1	Mus musculus	Metazoa	300	False
P32841	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	False
A0A078CGE6	Brassica napus	Plants	1299	False
O00522	Homo sapiens	Metazoa	736	False
Q9H7L9	Homo sapiens	Metazoa	328	False
Q3SZ86	Bos taurus	Metazoa	205	False
Q9GZR1	Homo sapiens	Metazoa	1112	False
P06786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1428	False
Q9LQI7	Arabidopsis thaliana	Plants	227	False
Q53GL7	Homo sapiens	Metazoa	1025	False
Q12381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	906	False
P0DKH5	Arabidopsis thaliana	Plants	1288	False
Q9NS37	Homo sapiens	Metazoa	354	False
O44827	Caenorhabditis elegans	Metazoa	510	False
H2L0G5	Caenorhabditis elegans	Metazoa	1367	False
O74854	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872	False
Q9CQ75	Mus musculus	Metazoa	99	False
Q9CQX8	Mus musculus	Metazoa	102	False
F6TQD1	Mus musculus	Metazoa	307	False
P97838	Rattus norvegicus	Metazoa	977	False
O43805	Homo sapiens	Metazoa	119	False
Q52LJ0	Homo sapiens	Metazoa	433	False
P49411	Homo sapiens	Metazoa	455	False
P47045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478	True
Q9Y5Y3	Homo sapiens	Metazoa	372	False
P00319	Galdieria sulphuraria	Other	161	False
P05982	Rattus norvegicus	Metazoa	274	False
Q9EPA0	Rattus norvegicus	Metazoa	957	False
Q8C6P8	Mus musculus	Metazoa	421	False
Q13286	Homo sapiens	Metazoa	438	True
P53859	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292	False
Q9QYW0	Rattus norvegicus	Metazoa	523	False
Q8BFX3	Mus musculus	Metazoa	815	False
Q8L6Z4	Arabidopsis thaliana	Plants	430	False
Q1LZ24	Drosophila melanogaster	Metazoa	586	False
Q63ZY3	Homo sapiens	Metazoa	851	False
P38319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	544	False
Q06604	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576	False
P32504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	956	False
Q9LXT3	Arabidopsis thaliana	Plants	142	False
G5ECD6	Caenorhabditis elegans	Metazoa	1322	True
Q3KPK4	Xenopus laevis	Metazoa	280	False
O74317	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	113	False
P46995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733	False
Q9Y6A4	Homo sapiens	Metazoa	193	False
P08433	Scyliorhinus canicula	Metazoa	51	False
Q04623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453	False
Q04724	Homo sapiens	Metazoa	770	False
Q9H9A7	Homo sapiens	Metazoa	625	False
Q9SX77	Arabidopsis thaliana	Plants	257	False
Q08230	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162	False
P22697	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236	False
O14368	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	143	False
Q9FYT6	Zea mays	Plants	715	False
A0A0D1E6B3	Mycosarcoma maydis	Fungi	435	True
Q9VH07	Drosophila melanogaster	Metazoa	456	False
P10849	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440	False
P52591	Rattus norvegicus	Metazoa	1199	True
Q02060	Spinacia oleracea	Plants	274	False
Q9Z0Y7	Mus musculus	Metazoa	1216	False
P36069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False
Q01613	Xenopus laevis	Metazoa	1420	False
Q9NRR8	Homo sapiens	Metazoa	79	False
Q60698	Mus musculus	Metazoa	725	False
Q9VEC3	Drosophila melanogaster	Metazoa	648	False
Q95QA6	Caenorhabditis elegans	Metazoa	663	False
P34802	Arabidopsis thaliana	Plants	371	False
P38197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257	False
P27469	Homo sapiens	Metazoa	103	False
Q9C115	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150	False
Q9N5S3	Caenorhabditis elegans	Metazoa	365	False
Q8K339	Mus musculus	Metazoa	391	False
Q03153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612	False
Q8TEK3	Homo sapiens	Metazoa	1537	False
Q9H0U6	Homo sapiens	Metazoa	180	False
Q10222	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	670	False
P40033	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138	False
O55207	Rattus norvegicus	Metazoa	1496	False
O74826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	216	False
Q5D869	Arabidopsis thaliana	Plants	1976	False
Q9W261	Drosophila melanogaster	Metazoa	775	False
Q96MI9	Homo sapiens	Metazoa	1112	False
Q9HCU9	Homo sapiens	Metazoa	246	False
P82352	Oryctolagus cuniculus	Metazoa	238	True
Q9Y4L5	Homo sapiens	Metazoa	304	False
Q07688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167	False
Q9STY0	Arabidopsis thaliana	Plants	227	True
P32349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	654	False
Q2M1K9	Homo sapiens	Metazoa	1284	False
P15771	Gallus gallus	Metazoa	694	False
Q9C0C7	Homo sapiens	Metazoa	1298	False
P46678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	594	False
Q9FVW4	Arabidopsis thaliana	Plants	482	False
P15325	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	533	False
Q80WE4	Mus musculus	Metazoa	1774	False
Q9Y5U8	Homo sapiens	Metazoa	109	True
Q9UQY9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	False
P54657	Dictyostelium discoideum	Other	213	False
P53628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	False
P78753	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	557	False
Q86WQ0	Homo sapiens	Metazoa	139	False
O94664	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	234	False
O74443	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272	False
Q9NRY6	Homo sapiens	Metazoa	295	False
Q9P3U7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547	True
Q6I621	Oryza sativa subsp. japonica	Plants	510	False
Q9P2Y4	Homo sapiens	Metazoa	722	False
Q9QXY4	Rattus norvegicus	Metazoa	580	False
P10156	Tetrahymena thermophila (strain SB210)	Other	164	False
Q14CB8	Homo sapiens	Metazoa	494	False
P62277	Homo sapiens	Metazoa	151	False
O23299	Arabidopsis thaliana	Plants	240	False
O96624	Dictyostelium discoideum	Other	174	False
P25054	Homo sapiens	Metazoa	2843	False
O82357	Arabidopsis thaliana	Plants	347	False
O42666	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	243	False
Q96KM6	Homo sapiens	Metazoa	892	False
O35484	Mus musculus	Metazoa	448	False
Q9ES19	Rattus norvegicus	Metazoa	347	False
P40568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576	False
Q3U0V2	Mus musculus	Metazoa	310	False
Q9ULX3	Homo sapiens	Metazoa	412	False
O13351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	False
Q14140	Homo sapiens	Metazoa	314	False
Q9V629	Drosophila melanogaster	Metazoa	384	False
Q9LIQ9	Arabidopsis thaliana	Plants	714	False
O14064	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	997	False
Q9NY33	Homo sapiens	Metazoa	737	False
P29547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	False
Q06810	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False
P04789	Trypanosoma brucei brucei	Other	250	False
P53309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	568	False
Q9SHJ5	Arabidopsis thaliana	Plants	585	False
Q8I299	Plasmodium falciparum (isolate 3D7)	Other	791	False
Q8II12	Plasmodium falciparum (isolate 3D7)	Other	409	True
O13898	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	893	True
Q8WYQ3	Homo sapiens	Metazoa	142	False
P38532	Mus musculus	Metazoa	525	False
Q9QVP9	Mus musculus	Metazoa	1009	False
Q9LPL4	Arabidopsis thaliana	Plants	360	False
Q8VZL6	Arabidopsis thaliana	Plants	441	False
P18911	Mus musculus	Metazoa	458	False
P36213	Hordeum vulgare	Plants	205	False
Q9BPY3	Homo sapiens	Metazoa	351	False
Q9ERS2	Mus musculus	Metazoa	144	True
Q9BYE2	Homo sapiens	Metazoa	586	False
Q32NR9	Xenopus laevis	Metazoa	708	False
O55081	Rattus norvegicus	Metazoa	1135	False
Q86X29	Homo sapiens	Metazoa	649	False
O60447	Homo sapiens	Metazoa	810	False
P26188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False
Q8W4J9	Arabidopsis thaliana	Plants	908	False
Q9SWW6	Arabidopsis thaliana	Plants	1026	False
P32786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	894	False
Q14CX5	Homo sapiens	Metazoa	517	True
Q9WVS6	Mus musculus	Metazoa	464	False
Q6PI48	Homo sapiens	Metazoa	645	False
P34233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	588	False
Q8IJX8	Plasmodium falciparum (isolate 3D7)	Other	107	False
Q9P7P1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147	False
Q8BMI0	Mus musculus	Metazoa	1194	False
Q920D2	Rattus norvegicus	Metazoa	187	False
P35269	Homo sapiens	Metazoa	517	False
Q9H7D7	Homo sapiens	Metazoa	661	False
P38170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754	False
Q8K4V4	Rattus norvegicus	Metazoa	539	False
O17670	Caenorhabditis elegans	Metazoa	503	False
Q38893	Arabidopsis thaliana	Plants	558	False
Q1K8E0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	256	False
Q9NPI6	Homo sapiens	Metazoa	582	False
Q08966	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	False
Q8LD98	Arabidopsis thaliana	Plants	252	True
Q6ZVD7	Homo sapiens	Metazoa	989	False
Q9LK34	Arabidopsis thaliana	Plants	483	False
O42648	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341	False
Q1PDI2	Arabidopsis thaliana	Plants	487	False
Q92349	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1318	False
P24929	Nicotiana tabacum	Plants	186	False
Q04868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	False
P37225	Solanum tuberosum	Plants	601	False
Q12333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620	False
Q9C757	Arabidopsis thaliana	Plants	580	False
Q9P7C8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	214	False
O13919	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1075	False
P52960	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	996	False
Q8IM30	Plasmodium falciparum (isolate 3D7)	Other	608	False
Q9VGH1	Drosophila melanogaster	Metazoa	520	False
Q8H7F6	Arabidopsis thaliana	Plants	293	False
P36617	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	877	False
Q9UH92	Homo sapiens	Metazoa	298	False
P38850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1070	False
P42338	Homo sapiens	Metazoa	1070	False
Q9NWT6	Homo sapiens	Metazoa	349	False
O74405	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381	False
P04271	Homo sapiens	Metazoa	92	False
Q02749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False
P23249	Mus musculus	Metazoa	1004	False
Q06102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208	False
Q9Y421	Homo sapiens	Metazoa	112	False
Q8NEY3	Homo sapiens	Metazoa	305	False
P51175	Mus musculus	Metazoa	477	False
P54654	Dictyostelium discoideum	Other	464	False
Q9H3K2	Homo sapiens	Metazoa	345	True
Q5SXA9	Mus musculus	Metazoa	1104	False
Q6PEY1	Homo sapiens	Metazoa	159	True
Q9P7G6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	566	False
Q9VQD4	Drosophila melanogaster	Metazoa	274	False
Q9LK88	Arabidopsis thaliana	Plants	196	False
Q9H5J8	Homo sapiens	Metazoa	278	False
P47164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	639	False
Q969V5	Homo sapiens	Metazoa	352	True
P22138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1203	False
P48382	Homo sapiens	Metazoa	616	False
Q9M8K7	Arabidopsis thaliana	Plants	167	False
Q15697	Homo sapiens	Metazoa	407	False
O24164	Nicotiana tabacum	Plants	504	False
O82239	Arabidopsis thaliana	Plants	358	False
Q9H8E8	Homo sapiens	Metazoa	782	False
Q6ZN28	Homo sapiens	Metazoa	852	False
Q9VNB5	Drosophila melanogaster	Metazoa	486	False
P12524	Homo sapiens	Metazoa	364	False
Q02864	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156	False
Q9XH32	Spinacia oleracea	Plants	222	False
Q3U284	Mus musculus	Metazoa	315	True
Q9UGY1	Homo sapiens	Metazoa	213	False
Q8IXI2	Homo sapiens	Metazoa	618	False
Q80WB5	Mus musculus	Metazoa	209	False
Q9Y315	Homo sapiens	Metazoa	318	False
Q9HBH1	Homo sapiens	Metazoa	243	False
P09956	Drosophila melanogaster	Metazoa	575	False
Q13156	Homo sapiens	Metazoa	261	False
P51830	Mus musculus	Metazoa	1353	False
Q84VG7	Arabidopsis thaliana	Plants	587	False
P56347	Chlorella vulgaris	Plants	161	False
G5EDT1	Caenorhabditis elegans	Metazoa	961	False
Q9BSF0	Homo sapiens	Metazoa	95	False
Q9UGC7	Homo sapiens	Metazoa	380	False
Q9UT23	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834	False
Q9P6P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	265	False
P56192	Homo sapiens	Metazoa	900	False
Q7JXA8	Drosophila melanogaster	Metazoa	418	False
O49668	Arabidopsis thaliana	Plants	214	False
Q9V9W8	Drosophila melanogaster	Metazoa	815	False
Q8H186	Arabidopsis thaliana	Plants	389	False
P33417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	597	False
O95104	Homo sapiens	Metazoa	1147	False
P25644	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	796	False
O13900	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	481	False
O61660	Caenorhabditis elegans	Metazoa	759	False
Q9VL76	Drosophila melanogaster	Metazoa	613	False
O08816	Rattus norvegicus	Metazoa	501	False
P09440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	975	False
P17890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251	False
Q02931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	896	False
Q95QK3	Caenorhabditis elegans	Metazoa	1061	False
P53171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	287	False
G5EDW7	Caenorhabditis elegans	Metazoa	386	False
P07834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	779	False
