Accession	Organism	Kingdom	Length	Transmembrane_Helix
P82349	Mus musculus	Metazoa	320	False
P40474	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	542	True
Q93015	Homo sapiens	Metazoa	286	False
P45432	Arabidopsis thaliana	Plants	441	False
P03899	Mus musculus	Metazoa	115	True
Q9GZL7	Homo sapiens	Metazoa	423	False
Q10412	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	403	False
P10862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	487	False
P32773	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	False
Q62847	Rattus norvegicus	Metazoa	705	False
Q9USR9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	643	False
O74504	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	791	False
Q9R1L5	Mus musculus	Metazoa	1570	False
P0C7T6	Mus musculus	Metazoa	687	False
Q9Y6J0	Homo sapiens	Metazoa	2220	False
Q8GWA7	Arabidopsis thaliana	Plants	349	False
Q8RWS0	Arabidopsis thaliana	Plants	124	False
Q9BWT1	Homo sapiens	Metazoa	371	False
Q92508	Homo sapiens	Metazoa	2521	False
Q10296	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	138	False
P38281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	False
Q12321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	False
B9F1C0	Oryza sativa subsp. japonica	Plants	1709	False
P43618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361	False
P48231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1178	False
Q7Z410	Homo sapiens	Metazoa	1059	False
Q9Y421	Homo sapiens	Metazoa	112	False
P16522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	626	False
Q9D011	Mus musculus	Metazoa	178	False
Q0IIM8	Homo sapiens	Metazoa	1120	False
Q8GZ79	Arabidopsis thaliana	Plants	274	False
Q9R0X4	Mus musculus	Metazoa	439	False
Q9Y315	Homo sapiens	Metazoa	318	False
P34784	Aglaothamnion neglectum	Other	317	False
Q10262	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131	False
Q9EST4	Mus musculus	Metazoa	264	False
Q8ITW8	Caenorhabditis elegans	Metazoa	504	False
Q9NYT0	Homo sapiens	Metazoa	353	False
Q9D1F4	Mus musculus	Metazoa	257	False
P07195	Homo sapiens	Metazoa	334	False
B9DHG0	Arabidopsis thaliana	Plants	301	True
O48721	Arabidopsis thaliana	Plants	321	False
Q92794	Homo sapiens	Metazoa	2004	False
P81760	Arabidopsis thaliana	Plants	236	False
Q06389	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190	False
P09440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	975	False
O82392	Arabidopsis thaliana	Plants	644	False
Q9V3V7	Drosophila melanogaster	Metazoa	222	False
Q9M365	Arabidopsis thaliana	Plants	359	False
Q8VDL9	Mus musculus	Metazoa	521	False
Q9Y5W9	Homo sapiens	Metazoa	270	False
Q04868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	False
F1M386	Rattus norvegicus	Metazoa	1496	False
P06526	Bos taurus	Metazoa	509	False
O94875	Homo sapiens	Metazoa	1100	False
O74469	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	133	False
Q8BKA3	Mus musculus	Metazoa	608	False
Q12161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	406	False
P36036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	False
Q9BPW8	Homo sapiens	Metazoa	284	False
Q8GXH3	Arabidopsis thaliana	Plants	371	False
P82024	Spinacia oleracea	Plants	180	False
O13577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False
Q9UPR3	Homo sapiens	Metazoa	1016	False
Q8CII8	Mus musculus	Metazoa	388	False
O95104	Homo sapiens	Metazoa	1147	False
Q8R1I1	Mus musculus	Metazoa	64	True
Q965W2	Caenorhabditis elegans	Metazoa	407	False
P28321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313	False
O94519	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	311	False
P49916	Homo sapiens	Metazoa	1009	False
Q9VPT4	Drosophila melanogaster	Metazoa	717	False
Q9Y7U7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	878	False
P0C5Y7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	102	False
Q12522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False
Q06511	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	False
P47096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False
Q6Y685	Mus musculus	Metazoa	774	False
Q9SU50	Arabidopsis thaliana	Plants	626	True
Q12049	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	470	False
Q0WPT7	Arabidopsis thaliana	Plants	352	False
Q8L983	Arabidopsis thaliana	Plants	218	False
Q9LYY2	Arabidopsis thaliana	Plants	112	True
Q9BXJ9	Homo sapiens	Metazoa	866	False
O70361	Mus musculus	Metazoa	1113	False
Q3T9M1	Mus musculus	Metazoa	494	False
Q96E11	Homo sapiens	Metazoa	262	False
P25028	Drosophila melanogaster	Metazoa	696	False
Q06608	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	200	False
Q9DBD5	Mus musculus	Metazoa	1123	False
Q00361	Bos taurus	Metazoa	71	False
Q96EV8	Homo sapiens	Metazoa	351	False
Q9ULE6	Homo sapiens	Metazoa	856	False
Q5TA50	Homo sapiens	Metazoa	214	False
Q58A45	Homo sapiens	Metazoa	887	False
Q12986	Homo sapiens	Metazoa	1120	False
Q9HBL8	Homo sapiens	Metazoa	299	False
Q9UUB5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	329	False
Q9Y4U1	Homo sapiens	Metazoa	282	False
Q9NZJ0	Homo sapiens	Metazoa	730	False
Q9CA67	Arabidopsis thaliana	Plants	467	False
Q9D030	Mus musculus	Metazoa	160	False
Q6PL11	Oryza sativa subsp. japonica	Plants	173	False
Q5PRF9	Homo sapiens	Metazoa	694	False
Q6BDR8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300	False
P20050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	605	False
Q53R41	Homo sapiens	Metazoa	847	False
Q9VIF5	Drosophila melanogaster	Metazoa	981	False
Q9NVH2	Homo sapiens	Metazoa	962	False
Q9UKL0	Homo sapiens	Metazoa	485	False
A0A0B5LB55	Penicillium brevicompactum	Fungi	433	False
Q9UT91	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	211	True
O64750	Arabidopsis thaliana	Plants	186	False
P43122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	407	False
P32800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271	False
A0PJW6	Homo sapiens	Metazoa	202	True
H9JBU5	Bombyx mori	Metazoa	157	True
P87233	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461	False
O60832	Homo sapiens	Metazoa	514	False
Q058N4	Arabidopsis thaliana	Plants	459	False
Q38845	Arabidopsis thaliana	Plants	588	False
Q9Y3U8	Homo sapiens	Metazoa	105	False
P29965	Homo sapiens	Metazoa	261	False
Q62209	Mus musculus	Metazoa	993	False
Q7TNV0	Mus musculus	Metazoa	380	False
Q9BWK5	Homo sapiens	Metazoa	157	False
O74826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	216	False
P40035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300	False
Q94F00	Arabidopsis thaliana	Plants	371	False
Q96NR3	Homo sapiens	Metazoa	888	True
Q84VX3	Arabidopsis thaliana	Plants	626	False
P49334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	152	False
P27882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	False
Q06011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	112	True
Q9NY25	Homo sapiens	Metazoa	188	False
Q10332	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	830	False
Q06682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	500	False
Q5SSJ5	Homo sapiens	Metazoa	553	False
Q86YI8	Homo sapiens	Metazoa	300	False
P53881	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309	False
Q8BH70	Mus musculus	Metazoa	621	False
Q9H1U9	Homo sapiens	Metazoa	297	False
Q6NQK2	Arabidopsis thaliana	Plants	449	False
P18491	Drosophila melanogaster	Metazoa	199	False
P53859	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292	False
Q99836	Homo sapiens	Metazoa	296	False
P40160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	425	False
O42855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303	False
Q08365	Chlamydomonas reinhardtii	Plants	712	False
P05435	Spinacia oleracea	Plants	364	False
P47116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	818	False
P40995	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872	False
P56765	Arabidopsis thaliana	Plants	488	False
G5EEG9	Caenorhabditis elegans	Metazoa	399	False
Q9VDV3	Drosophila melanogaster	Metazoa	546	False
Q9H4Z3	Homo sapiens	Metazoa	704	False
Q8C8N2	Mus musculus	Metazoa	606	False
O82279	Arabidopsis thaliana	Plants	350	False
Q86TW2	Homo sapiens	Metazoa	530	False
Q9Y5Z4	Homo sapiens	Metazoa	205	False
Q7TQK0	Mus musculus	Metazoa	723	False
P0DJI6	Mus musculus	Metazoa	106	False
Q1K4P1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	129	False
Q562E2	Mus musculus	Metazoa	927	False
Q8CEG0	Mus musculus	Metazoa	392	True
U3H042	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264	False
P12852	Chlamydomonas reinhardtii	Plants	199	False
Q9M7N6	Solanum lycopersicum	Plants	152	False
Q9FVU9	Arabidopsis thaliana	Plants	358	False
Q22795	Caenorhabditis elegans	Metazoa	242	False
P87152	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	992	False
P04840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283	False
Q9BRS8	Homo sapiens	Metazoa	491	False
Q7RZ62	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	347	False
Q9Y817	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1297	False
Q92945	Homo sapiens	Metazoa	711	False
A0A2H1A5W4	Candidozyma auris	Fungi	679	False
Q9S850	Arabidopsis thaliana	Plants	393	False
P43583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2143	False
Q9CQR4	Mus musculus	Metazoa	140	False
Q12487	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	163	False
Q9LPZ4	Arabidopsis thaliana	Plants	204	False
P20134	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	766	False
Q94AI4	Arabidopsis thaliana	Plants	775	False
O23661	Arabidopsis thaliana	Plants	608	False
A0A0B5L781	Penicillium brevicompactum	Fungi	398	False
A8MPH9	Drosophila melanogaster	Metazoa	722	False
Q9FFY9	Arabidopsis thaliana	Plants	640	False
Q9LPW3	Arabidopsis thaliana	Plants	450	False
P82180	Spinacia oleracea	Plants	196	False
Q8IRB5	Drosophila melanogaster	Metazoa	1465	False
Q9QZR8	Rattus norvegicus	Metazoa	2766	False
Q9UMY1	Homo sapiens	Metazoa	257	False
P11031	Mus musculus	Metazoa	127	False
Q93ZB2	Arabidopsis thaliana	Plants	509	True
Q9BU61	Homo sapiens	Metazoa	184	False
Q8VYZ5	Arabidopsis thaliana	Plants	900	False
Q24472	Drosophila melanogaster	Metazoa	845	False
F6TQD1	Mus musculus	Metazoa	307	False
Q96KM6	Homo sapiens	Metazoa	892	False
Q84JE8	Arabidopsis thaliana	Plants	694	False
Q9LK88	Arabidopsis thaliana	Plants	196	False
Q8NEY8	Homo sapiens	Metazoa	458	False
P07247	Drosophila melanogaster	Metazoa	502	False
Q9FJV5	Arabidopsis thaliana	Plants	276	False
P49754	Homo sapiens	Metazoa	854	False
Q6ZRQ5	Homo sapiens	Metazoa	1243	False
Q9LSB9	Arabidopsis thaliana	Plants	755	False
Q92878	Homo sapiens	Metazoa	1312	False
P25038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676	False
O94450	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	501	False
O59773	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	994	False
P47120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325	False
Q8K1N1	Mus musculus	Metazoa	776	False
Q9NQV6	Homo sapiens	Metazoa	1147	False
P82195	Spinacia oleracea	Plants	166	False
Q9BSD3	Homo sapiens	Metazoa	238	False
G5EGD2	Caenorhabditis elegans	Metazoa	719	False
P36000	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726	False
Q9S7G6	Arabidopsis thaliana	Plants	991	False
P16554	Drosophila melanogaster	Metazoa	556	False
Q07243	Mus musculus	Metazoa	675	False
Q54BW5	Dictyostelium discoideum	Other	179	False
Q2TBE6	Mus musculus	Metazoa	479	False
Q38834	Arabidopsis thaliana	Plants	852	False
Q05635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	350	False
Q06164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1454	False
O94668	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	388	False
Q99K82	Mus musculus	Metazoa	555	False
Q9Y2B4	Homo sapiens	Metazoa	290	False
P43079	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	656	False
P54920	Homo sapiens	Metazoa	295	False
Q07845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632	False
O94667	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	560	False
P07236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	462	False
Q9LLC6	Chlamydomonas reinhardtii	Plants	198	False
Q924K8	Mus musculus	Metazoa	591	False
Q09826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	False
Q12308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	588	False
Q06315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1026	False
Q9CAF5	Arabidopsis thaliana	Plants	338	False
Q8NBS3	Homo sapiens	Metazoa	875	False
Q9Y5Z9	Homo sapiens	Metazoa	338	True
B9DFX7	Arabidopsis thaliana	Plants	883	False
Q92262	Komagataella pastoris	Fungi	455	False
Q8W4J9	Arabidopsis thaliana	Plants	908	False
Q0VG06	Homo sapiens	Metazoa	881	False
Q8IXQ9	Homo sapiens	Metazoa	262	False
Q9P032	Homo sapiens	Metazoa	175	False
Q5SNT2	Homo sapiens	Metazoa	666	False
Q86UB2	Homo sapiens	Metazoa	503	False
P42845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	False
O15091	Homo sapiens	Metazoa	583	False
Q8VDP4	Mus musculus	Metazoa	922	False
Q8L3X9	Arabidopsis thaliana	Plants	461	False
Q9SCJ9	Arabidopsis thaliana	Plants	1067	False
Q03201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	False
Q8ISM1	Giardia intestinalis	Other	755	False
P15619	Drosophila melanogaster	Metazoa	869	False
O14161	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	293	False
Q9Y7K9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	246	False
Q9Y2M2	Homo sapiens	Metazoa	375	False
O43114	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455	False
P41541	Bos taurus	Metazoa	961	False
Q7K4M4	Drosophila melanogaster	Metazoa	649	False
Q84JU6	Arabidopsis thaliana	Plants	927	False
Q9UTP3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	59	False
Q9LFA3	Arabidopsis thaliana	Plants	434	False
Q99177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	False
Q9NQ92	Homo sapiens	Metazoa	184	False
Q05900	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231	False
Q9Y3V2	Homo sapiens	Metazoa	267	False
P02318	Bos taurus	Metazoa	51	False
F4JF14	Arabidopsis thaliana	Plants	953	False
Q9BSW2	Homo sapiens	Metazoa	731	False
P98149	Drosophila melanogaster	Metazoa	667	False
Q8N699	Homo sapiens	Metazoa	235	False
Q05892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	277	False
Q07381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	788	False
Q6DN90	Homo sapiens	Metazoa	963	False
P42566	Homo sapiens	Metazoa	896	False
P36168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1195	False
Q8L7W1	Arabidopsis thaliana	Plants	678	False
A6NDU8	Homo sapiens	Metazoa	294	False
Q5VZK9	Homo sapiens	Metazoa	1371	False
P53171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	287	False
Q9VPM5	Drosophila melanogaster	Metazoa	539	False
Q9VVR2	Drosophila melanogaster	Metazoa	539	False
Q94AV5	Arabidopsis thaliana	Plants	459	False
Q9V6Q2	Drosophila melanogaster	Metazoa	225	False
P11638	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	816	False
O24164	Nicotiana tabacum	Plants	504	False
Q8C8M1	Mus musculus	Metazoa	221	False
Q9D495	Mus musculus	Metazoa	329	False
Q92546	Homo sapiens	Metazoa	391	False
Q62504	Mus musculus	Metazoa	3644	False
Q8L627	Arabidopsis thaliana	Plants	375	False
Q54QQ1	Dictyostelium discoideum	Other	1387	False
Q38998	Arabidopsis thaliana	Plants	857	False
P25043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261	False
Q9M4B5	Arabidopsis thaliana	Plants	129	False
Q99679	Homo sapiens	Metazoa	349	False
P37382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297	False
P87227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	672	False
Q9SG11	Arabidopsis thaliana	Plants	352	False
Q9BZE9	Homo sapiens	Metazoa	553	False
Q6T938	Danio rerio	Metazoa	355	False
Q61471	Mus musculus	Metazoa	362	False
Q7TSS2	Mus musculus	Metazoa	422	False
P15308	Xenopus laevis	Metazoa	273	False
Q7KWJ5	Plasmodium falciparum (isolate 3D7)	Other	504	True
P38782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False
Q9H9A7	Homo sapiens	Metazoa	625	False
Q9Y3A0	Homo sapiens	Metazoa	265	False
G5EEG1	Caenorhabditis elegans	Metazoa	482	False
Q9UJ42	Homo sapiens	Metazoa	338	False
P41779	Caenorhabditis elegans	Metazoa	338	False
P57088	Homo sapiens	Metazoa	247	True
Q96B42	Homo sapiens	Metazoa	140	True
Q8W593	Arabidopsis thaliana	Plants	350	False
P33411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251	False
O44476	Caenorhabditis elegans	Metazoa	833	False
Q3URS9	Mus musculus	Metazoa	406	False
P53885	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False
Q9D5V6	Mus musculus	Metazoa	365	False
Q9P0U1	Homo sapiens	Metazoa	55	True
Q9LYG9	Arabidopsis thaliana	Plants	734	False
Q9HGL9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	252	False
Q10422	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297	False
Q8NE79	Homo sapiens	Metazoa	360	True
P33418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1100	False
Q76NM6	Plasmodium falciparum (isolate 3D7)	Other	611	False
A0A509AQJ1	Plasmodium berghei (strain Anka)	Other	1340	False
Q8BMA5	Mus musculus	Metazoa	1420	False
P06774	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	265	False
Q9CQY9	Mus musculus	Metazoa	76	True
Q9ERH4	Mus musculus	Metazoa	427	False
O13710	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1076	False
Q9Y4R8	Homo sapiens	Metazoa	837	False
O22920	Arabidopsis thaliana	Plants	831	True
Q96RG2	Homo sapiens	Metazoa	1323	False
Q9BSF4	Homo sapiens	Metazoa	260	True
G5EGE9	Caenorhabditis elegans	Metazoa	1263	False
P29590	Homo sapiens	Metazoa	882	False
P25621	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	512	True
Q9VWN4	Drosophila melanogaster	Metazoa	1150	False
Q13049	Homo sapiens	Metazoa	653	False
O60158	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	432	False
Q5H9S7	Homo sapiens	Metazoa	520	False
P53332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305	False
A0A5E4M3Q4	Caenorhabditis elegans	Metazoa	554	False
Q96MT3	Homo sapiens	Metazoa	831	False
Q8LGU6	Arabidopsis thaliana	Plants	744	False
Q9Y5S8	Homo sapiens	Metazoa	564	True
O94268	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608	False
P33419	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	253	False
Q59LY1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	422	False
Q9LX93	Arabidopsis thaliana	Plants	301	True
Q9P0S2	Homo sapiens	Metazoa	106	True
Q05979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453	False
Q8BT35	Mus musculus	Metazoa	56	True
Q9Y4Z0	Homo sapiens	Metazoa	139	False
P17987	Homo sapiens	Metazoa	556	False
P31385	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405	False
O74905	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	189	False
P83006	Rattus norvegicus	Metazoa	390	False
P91027	Caenorhabditis elegans	Metazoa	338	False
P83183	Eledone cirrhosa	Metazoa	84	False
O93956	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	549	True
Q4KL25	Mus musculus	Metazoa	219	True
Q9NTI7	Homo sapiens	Metazoa	297	False
P32898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	989	False
Q8N3Z6	Homo sapiens	Metazoa	543	False
Q93YU8	Arabidopsis thaliana	Plants	796	False
P22027	Bos taurus	Metazoa	200	False
Q6Z6M4	Oryza sativa subsp. japonica	Plants	572	False
P29547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	False
Q12339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254	False
Q9EQ80	Mus musculus	Metazoa	376	False
Q9NZP6	Homo sapiens	Metazoa	1156	False
Q9S713	Arabidopsis thaliana	Plants	562	False
Q13562	Homo sapiens	Metazoa	356	False
Q9V968	Drosophila melanogaster	Metazoa	218	False
P18887	Homo sapiens	Metazoa	633	False
Q9H0Z9	Homo sapiens	Metazoa	239	False
Q99NF2	Mus musculus	Metazoa	532	False
Q6P7B7	Rattus norvegicus	Metazoa	404	True
Q9FFF5	Arabidopsis thaliana	Plants	241	False
Q63HN8	Homo sapiens	Metazoa	5207	False
O43813	Homo sapiens	Metazoa	399	False
P24613	Spinacia oleracea	Plants	256	False
Q9LS48	Arabidopsis thaliana	Plants	316	False
Q93Y52	Chlamydomonas reinhardtii	Plants	280	False
Q96SD1	Homo sapiens	Metazoa	692	False
Q9USQ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	606	False
P82248	Spinacia oleracea	Plants	168	False
P40957	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	749	False
O13046	Xenopus laevis	Metazoa	1127	False
Q10740	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	671	False
V5IM60	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	59	False
Q9Z0P7	Mus musculus	Metazoa	484	False
Q07979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502	False
Q9UT72	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	False
Q9FYT6	Zea mays	Plants	715	False
Q8GYF7	Arabidopsis thaliana	Plants	377	False
P55199	Homo sapiens	Metazoa	621	False
Q8N635	Homo sapiens	Metazoa	442	False
Q93Y07	Arabidopsis thaliana	Plants	622	False
Q12415	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	435	False
Q91XT6	Mus musculus	Metazoa	489	False
P59540	Homo sapiens	Metazoa	309	False
Q9P127	Homo sapiens	Metazoa	313	False
Q5RI15	Homo sapiens	Metazoa	118	True
P38969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423	False
O94868	Homo sapiens	Metazoa	740	False
Q9Y2Y6	Homo sapiens	Metazoa	226	True
Q2LAE1	Arabidopsis thaliana	Plants	1759	False
Q8VZD4	Arabidopsis thaliana	Plants	709	False
Q02410	Homo sapiens	Metazoa	837	False
F8VPJ6	Mus musculus	Metazoa	1459	False
P22009	Candida tropicalis	Fungi	127	False
P97287	Mus musculus	Metazoa	331	False
Q9LW26	Arabidopsis thaliana	Plants	701	False
P36177	Euglena gracilis	Other	538	False
Q03081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False
Q67Y93	Arabidopsis thaliana	Plants	191	False
P42731	Arabidopsis thaliana	Plants	629	False
Q9WUU9	Mus musculus	Metazoa	1971	False
Q57UZ7	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	550	False
Q53KK6	Oryza sativa subsp. japonica	Plants	784	False
Q96GM8	Homo sapiens	Metazoa	510	False
Q680B9	Arabidopsis thaliana	Plants	528	False
Q8WXD5	Homo sapiens	Metazoa	167	False
P40154	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	False
F4JHA2	Arabidopsis thaliana	Plants	884	False
O35094	Rattus norvegicus	Metazoa	453	False
Q5XIQ3	Rattus norvegicus	Metazoa	316	False
P48164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190	False
P25573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	True
P08708	Homo sapiens	Metazoa	135	False
Q0PNE2	Homo sapiens	Metazoa	266	False
O62203	Caenorhabditis elegans	Metazoa	1073	False
P24846	Triticum aestivum	Plants	388	False
Q92974	Homo sapiens	Metazoa	986	False
A8DYY6	Drosophila melanogaster	Metazoa	616	False
P51810	Homo sapiens	Metazoa	404	False
O36030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	391	False
Q9DCR4	Mus musculus	Metazoa	169	False
B5TYT3	Arabidopsis thaliana	Plants	771	True
C4R4G9	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	344	False
Q8BK30	Mus musculus	Metazoa	104	False
Q38AH0	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	370	False
